Year,Month,Day,Global Solar Radiation (MJ/m&sup2;) - King's Park_Value,completeness
2000,2,13,17.55,C
2000,2,14,15.68,C
2000,2,15,7.56,C
2000,2,16,16.16,C
2000,2,17,7.25,C
2000,2,18,8.96,C
2000,2,19,4.71,C
2000,2,20,2.05,C
2000,2,21,2.75,C
2000,2,22,2.54,C
2000,2,23,2.33,C
2000,2,24,2.40,C
2000,2,25,3.46,C
2000,2,26,6.07,C
2000,2,27,3.48,C
2000,2,28,3.09,C
2000,2,29,4.46,C
2000,3,1,3.66,C
2000,3,2,5.48,C
2000,3,3,11.83,C
2000,3,4,18.58,C
2000,3,5,18.95,C
2000,3,6,10.05,C
2000,3,7,18.21,C
2000,3,8,15.09,C
2000,3,9,17.55,C
2000,3,10,13.57,C
2000,3,11,3.82,C
2000,3,12,4.16,C
2000,3,13,6.92,C
2000,3,14,11.75,C
2000,3,15,14.82,C
2000,3,16,4.33,C
2000,3,17,8.22,C
2000,3,18,8.17,C
2000,3,19,9.80,C
2000,3,20,16.59,C
2000,3,21,17.19,C
2000,3,22,17.82,C
2000,3,23,16.33,C
2000,3,24,16.45,C
2000,3,25,19.08,C
2000,3,26,11.35,C
2000,3,27,16.93,C
2000,3,28,20.40,C
2000,3,29,21.25,C
2000,3,30,18.42,C
2000,3,31,10.84,C
2000,4,1,9.98,C
2000,4,2,4.93,C
2000,4,3,3.06,C
2000,4,4,2.42,C
2000,4,5,8.31,C
2000,4,6,7.22,C
2000,4,7,7.74,C
2000,4,8,6.35,C
2000,4,9,15.93,C
2000,4,10,5.24,C
2000,4,11,11.21,C
2000,4,12,13.07,C
2000,4,13,5.24,C
2000,4,14,4.48,C
2000,4,15,13.81,C
2000,4,16,24.17,C
2000,4,17,19.99,C
2000,4,18,21.98,C
2000,4,19,16.93,C
2000,4,20,22.20,C
2000,4,21,6.31,C
2000,4,22,16.09,C
2000,4,23,2.64,C
2000,4,24,7.01,C
2000,4,25,14.29,C
2000,4,26,6.16,C
2000,4,27,7.65,C
2000,4,28,2.75,C
2000,4,29,8.30,C
2000,4,30,15.14,C
2000,5,1,19.21,C
2000,5,2,1.95,C
2000,5,3,9.21,C
2000,5,4,15.16,C
2000,5,5,17.55,C
2000,5,6,20.99,C
2000,5,7,20.39,C
2000,5,8,12.14,C
2000,5,9,18.01,C
2000,5,10,2.30,C
2000,5,11,16.85,C
2000,5,12,13.75,C
2000,5,13,21.36,C
2000,5,14,14.43,C
2000,5,15,23.45,C
2000,5,16,24.52,C
2000,5,17,17.72,C
2000,5,18,18.61,C
2000,5,19,4.09,C
2000,5,20,15.64,C
2000,5,21,7.92,C
2000,5,22,19.80,C
2000,5,23,16.73,C
2000,5,24,5.37,C
2000,5,25,14.92,C
2000,5,26,11.66,C
2000,5,27,13.96,C
2000,5,28,16.99,C
2000,5,29,18.52,C
2000,5,30,25.89,C
2000,5,31,24.30,C
2000,6,1,17.75,C
2000,6,2,24.42,C
2000,6,3,21.88,C
2000,6,4,26.03,C
2000,6,5,24.81,C
2000,6,6,22.88,C
2000,6,7,22.69,C
2000,6,8,19.77,C
2000,6,9,10.18,C
2000,6,10,21.38,C
2000,6,11,16.88,C
2000,6,12,4.93,C
2000,6,13,4.72,C
2000,6,14,18.96,C
2000,6,15,21.29,C
2000,6,16,20.06,C
2000,6,17,4.02,C
2000,6,18,3.81,C
2000,6,19,16.64,C
2000,6,20,5.97,C
2000,6,21,15.12,C
2000,6,22,17.22,C
2000,6,23,6.37,C
2000,6,24,19.97,C
2000,6,25,18.55,C
2000,6,26,21.64,C
2000,6,27,20.97,C
2000,6,28,19.60,C
2000,6,29,24.92,C
2000,6,30,25.02,C
2000,7,1,26.17,C
2000,7,2,18.73,C
2000,7,3,21.93,C
2000,7,4,20.35,C
2000,7,5,13.45,C
2000,7,6,9.12,C
2000,7,7,10.57,C
2000,7,8,13.69,C
2000,7,9,19.73,C
2000,7,10,23.50,C
2000,7,11,12.75,C
2000,7,12,19.17,C
2000,7,13,26.34,C
2000,7,14,22.41,C
2000,7,15,20.20,C
2000,7,16,17.68,C
2000,7,17,4.43,C
2000,7,18,2.48,C
2000,7,19,3.66,C
2000,7,20,5.19,C
2000,7,21,5.47,C
2000,7,22,19.68,C
2000,7,23,26.33,C
2000,7,24,25.56,C
2000,7,25,24.71,C
2000,7,26,25.98,C
2000,7,27,21.94,C
2000,7,28,24.29,C
2000,7,29,24.08,C
2000,7,30,22.16,C
2000,7,31,17.95,C
2000,8,1,5.01,C
2000,8,2,6.34,C
2000,8,3,3.19,C
2000,8,4,2.49,C
2000,8,5,6.74,C
2000,8,6,18.02,C
2000,8,7,19.73,C
2000,8,8,13.45,C
2000,8,9,24.89,C
2000,8,10,23.90,C
2000,8,11,23.03,C
2000,8,12,23.74,C
2000,8,13,20.71,C
2000,8,14,20.91,C
2000,8,15,14.82,C
2000,8,16,11.77,C
2000,8,17,19.37,C
2000,8,18,13.80,C
2000,8,19,24.48,C
2000,8,20,25.32,C
2000,8,21,24.19,C
2000,8,22,23.95,C
2000,8,23,10.30,C
2000,8,24,3.21,C
2000,8,25,9.81,C
2000,8,26,2.29,C
2000,8,27,4.32,C
2000,8,28,11.65,C
2000,8,29,20.58,C
2000,8,30,14.91,C
2000,8,31,10.65,C
2000,9,1,5.39,C
2000,9,2,4.55,C
2000,9,3,17.30,C
2000,9,4,22.73,C
2000,9,5,16.05,C
2000,9,6,19.56,C
2000,9,7,16.11,C
2000,9,8,9.01,C
2000,9,9,19.00,C
2000,9,10,17.94,C
2000,9,11,18.74,C
2000,9,12,21.75,C
2000,9,13,21.72,C
2000,9,14,22.53,C
2000,9,15,22.53,C
2000,9,16,21.23,C
2000,9,17,14.02,C
2000,9,18,19.56,C
2000,9,19,18.85,C
2000,9,20,7.96,C
2000,9,21,16.01,C
2000,9,22,19.47,C
2000,9,23,19.17,C
2000,9,24,16.78,C
2000,9,25,17.31,C
2000,9,26,18.44,C
2000,9,27,19.27,C
2000,9,28,17.46,C
2000,9,29,20.13,C
2000,9,30,19.08,C
2000,10,1,19.15,C
2000,10,2,16.34,C
2000,10,3,20.46,C
2000,10,4,15.00,C
2000,10,5,16.04,C
2000,10,6,15.46,C
2000,10,7,14.69,C
2000,10,8,18.82,C
2000,10,9,17.16,C
2000,10,10,20.02,C
2000,10,11,14.93,C
2000,10,12,6.96,C
2000,10,13,3.25,C
2000,10,14,3.25,C
2000,10,15,7.69,C
2000,10,16,15.24,C
2000,10,17,16.21,C
2000,10,18,4.46,C
2000,10,19,2.91,C
2000,10,20,1.12,C
2000,10,21,1.65,C
2000,10,22,9.69,C
2000,10,23,14.43,C
2000,10,24,15.99,C
2000,10,25,15.24,C
2000,10,26,11.70,C
2000,10,27,12.44,C
2000,10,28,7.60,C
2000,10,29,17.83,C
2000,10,30,16.80,C
2000,10,31,16.85,C
2000,11,1,17.48,C
2000,11,2,17.30,C
2000,11,3,16.05,C
2000,11,4,5.80,C
2000,11,5,12.36,C
2000,11,6,4.65,C
2000,11,7,1.67,C
2000,11,8,3.56,C
2000,11,9,7.57,C
2000,11,10,15.02,C
2000,11,11,6.34,C
2000,11,12,3.54,C
2000,11,13,11.17,C
2000,11,14,15.40,C
2000,11,15,13.70,C
2000,11,16,9.25,C
2000,11,17,6.18,C
2000,11,18,7.95,C
2000,11,19,5.44,C
2000,11,20,13.18,C
2000,11,21,8.97,C
2000,11,22,16.02,C
2000,11,23,15.26,C
2000,11,24,9.44,C
2000,11,25,13.27,C
2000,11,26,8.65,C
2000,11,27,11.76,C
2000,11,28,5.68,C
2000,11,29,12.27,C
2000,11,30,15.20,C
2000,12,1,12.02,C
2000,12,2,11.48,C
2000,12,3,8.74,C
2000,12,4,4.63,C
2000,12,5,14.69,C
2000,12,6,13.81,C
2000,12,7,13.41,C
2000,12,8,14.39,C
2000,12,9,13.75,C
2000,12,10,12.38,C
2000,12,11,4.97,C
2000,12,12,2.98,C
2000,12,13,4.02,C
2000,12,14,13.14,C
2000,12,15,8.36,C
2000,12,16,11.44,C
2000,12,17,12.54,C
2000,12,18,6.97,C
2000,12,19,4.31,C
2000,12,20,4.47,C
2000,12,21,9.31,C
2000,12,22,9.55,C
2000,12,23,16.34,C
2000,12,24,15.63,C
2000,12,25,16.02,C
2000,12,26,10.38,C
2000,12,27,8.35,C
2000,12,28,13.97,C
2000,12,29,13.41,C
2000,12,30,13.50,C
2000,12,31,14.70,C
2001,1,1,11.52,C
2001,1,2,9.61,C
2001,1,3,15.11,C
2001,1,4,6.67,C
2001,1,5,12.99,C
2001,1,6,13.84,C
2001,1,7,13.51,C
2001,1,8,12.49,C
2001,1,9,12.21,C
2001,1,10,4.31,C
2001,1,11,4.84,C
2001,1,12,8.59,C
2001,1,13,8.83,C
2001,1,14,14.95,C
2001,1,15,5.85,C
2001,1,16,10.61,C
2001,1,17,16.07,C
2001,1,18,11.69,C
2001,1,19,15.27,C
2001,1,20,14.36,C
2001,1,21,5.90,C
2001,1,22,9.69,C
2001,1,23,2.95,C
2001,1,24,3.22,C
2001,1,25,2.91,C
2001,1,26,4.66,C
2001,1,27,2.35,C
2001,1,28,2.43,C
2001,1,29,6.76,C
2001,1,30,9.64,C
2001,1,31,7.41,C
2001,2,1,5.48,C
2001,2,2,2.33,C
2001,2,3,3.07,C
2001,2,4,3.42,C
2001,2,5,11.07,C
2001,2,6,15.79,C
2001,2,7,12.60,C
2001,2,8,3.17,C
2001,2,9,9.60,C
2001,2,10,8.50,C
2001,2,11,10.43,C
2001,2,12,15.86,C
2001,2,13,7.81,C
2001,2,14,10.89,C
2001,2,15,18.39,C
2001,2,16,16.97,C
2001,2,17,16.05,C
2001,2,18,18.92,C
2001,2,19,18.34,C
2001,2,20,19.81,C
2001,2,21,12.48,C
2001,2,22,18.75,C
2001,2,23,18.61,C
2001,2,24,14.05,C
2001,2,25,1.94,C
2001,2,26,4.61,C
2001,2,27,10.12,C
2001,2,28,13.10,C
2001,3,1,19.04,C
2001,3,2,15.82,C
2001,3,3,13.58,C
2001,3,4,21.03,C
2001,3,5,17.99,C
2001,3,6,16.51,C
2001,3,7,12.77,C
2001,3,8,4.30,C
2001,3,9,11.74,C
2001,3,10,3.60,C
2001,3,11,4.06,C
2001,3,12,8.96,C
2001,3,13,15.94,C
2001,3,14,17.57,C
2001,3,15,21.10,C
2001,3,16,13.90,C
2001,3,17,14.97,C
2001,3,18,8.87,C
2001,3,19,15.18,C
2001,3,20,6.15,C
2001,3,21,21.07,C
2001,3,22,12.75,C
2001,3,23,15.31,C
2001,3,24,15.02,C
2001,3,25,3.12,C
2001,3,26,3.82,C
2001,3,27,3.06,C
2001,3,28,17.98,C
2001,3,29,19.71,C
2001,3,30,21.89,C
2001,3,31,16.12,C
2001,4,1,7.52,C
2001,4,2,14.83,C
2001,4,3,17.99,C
2001,4,4,2.01,C
2001,4,5,7.33,C
2001,4,6,2.19,C
2001,4,7,5.70,C
2001,4,8,3.02,C
2001,4,9,4.59,C
2001,4,10,5.70,C
2001,4,11,2.92,C
2001,4,12,21.55,C
2001,4,13,5.16,C
2001,4,14,6.84,C
2001,4,15,20.82,C
2001,4,16,18.12,C
2001,4,17,11.99,C
2001,4,18,6.31,C
2001,4,19,5.44,C
2001,4,20,11.98,C
2001,4,21,3.47,C
2001,4,22,3.58,C
2001,4,23,9.21,C
2001,4,24,13.19,C
2001,4,25,2.37,C
2001,4,26,20.83,C
2001,4,27,20.31,C
2001,4,28,14.59,C
2001,4,29,16.60,C
2001,4,30,21.24,C
2001,5,1,10.55,C
2001,5,2,7.55,C
2001,5,3,7.11,C
2001,5,4,13.08,C
2001,5,5,18.98,C
2001,5,6,23.35,C
2001,5,7,18.35,C
2001,5,8,16.91,C
2001,5,9,7.60,C
2001,5,10,9.62,C
2001,5,11,10.27,C
2001,5,12,18.05,C
2001,5,13,23.42,C
2001,5,14,17.47,C
2001,5,15,16.96,C
2001,5,16,11.20,C
2001,5,17,6.40,C
2001,5,18,5.00,C
2001,5,19,7.88,C
2001,5,20,22.63,C
2001,5,21,14.64,C
2001,5,22,9.80,C
2001,5,23,14.96,C
2001,5,24,24.75,C
2001,5,25,18.14,C
2001,5,26,23.17,C
2001,5,27,24.36,C
2001,5,28,18.04,C
2001,5,29,19.32,C
2001,5,30,6.79,C
2001,5,31,19.07,C
2001,6,1,11.96,C
2001,6,2,4.33,C
2001,6,3,16.13,C
2001,6,4,15.18,C
2001,6,5,9.40,C
2001,6,6,7.20,C
2001,6,7,1.41,C
2001,6,8,5.04,C
2001,6,9,2.73,C
2001,6,10,7.06,C
2001,6,11,2.86,C
2001,6,12,7.12,C
2001,6,13,9.99,C
2001,6,14,11.90,C
2001,6,15,12.04,C
2001,6,16,11.25,C
2001,6,17,23.33,C
2001,6,18,21.32,C
2001,6,19,24.26,C
2001,6,20,10.97,C
2001,6,21,18.14,C
2001,6,22,24.63,C
2001,6,23,17.47,C
2001,6,24,14.23,C
2001,6,25,6.26,C
2001,6,26,6.21,C
2001,6,27,1.15,C
2001,6,28,22.10,C
2001,6,29,18.58,C
2001,6,30,7.12,C
2001,7,1,6.67,C
2001,7,2,8.47,C
2001,7,3,15.91,C
2001,7,4,19.72,C
2001,7,5,9.56,C
2001,7,6,1.35,C
2001,7,7,8.77,C
2001,7,8,15.60,C
2001,7,9,18.66,C
2001,7,10,25.03,C
2001,7,11,19.93,C
2001,7,12,12.87,C
2001,7,13,8.52,C
2001,7,14,16.47,C
2001,7,15,2.69,C
2001,7,16,9.74,C
2001,7,17,3.87,C
2001,7,18,6.01,C
2001,7,19,7.41,C
2001,7,20,14.79,C
2001,7,21,6.97,C
2001,7,22,15.83,C
2001,7,23,22.30,C
2001,7,24,9.16,C
2001,7,25,4.62,C
2001,7,26,7.06,C
2001,7,27,12.73,C
2001,7,28,15.83,C
2001,7,29,24.51,C
2001,7,30,25.20,C
2001,7,31,23.61,C
2001,8,1,9.61,C
2001,8,2,11.62,C
2001,8,3,11.66,C
2001,8,4,24.43,C
2001,8,5,20.34,C
2001,8,6,21.40,C
2001,8,7,24.20,C
2001,8,8,24.28,C
2001,8,9,22.13,C
2001,8,10,16.88,C
2001,8,11,11.88,C
2001,8,12,15.42,C
2001,8,13,19.17,C
2001,8,14,19.46,C
2001,8,15,15.91,C
2001,8,16,11.03,C
2001,8,17,16.80,C
2001,8,18,9.49,C
2001,8,19,16.97,C
2001,8,20,20.31,C
2001,8,21,15.94,C
2001,8,22,18.32,C
2001,8,23,19.56,C
2001,8,24,18.96,C
2001,8,25,17.70,C
2001,8,26,18.66,C
2001,8,27,14.01,C
2001,8,28,4.55,C
2001,8,29,4.79,C
2001,8,30,1.34,C
2001,8,31,9.43,C
2001,9,1,3.48,C
2001,9,2,6.42,C
2001,9,3,3.11,C
2001,9,4,10.28,C
2001,9,5,2.08,C
2001,9,6,12.63,C
2001,9,7,4.57,C
2001,9,8,19.76,C
2001,9,9,9.35,C
2001,9,10,6.22,C
2001,9,11,11.58,C
2001,9,12,19.02,C
2001,9,13,16.35,C
2001,9,14,9.06,C
2001,9,15,17.34,C
2001,9,16,19.26,C
2001,9,17,16.51,C
2001,9,18,16.93,C
2001,9,19,17.36,C
2001,9,20,7.66,C
2001,9,21,2.99,C
2001,9,22,21.05,C
2001,9,23,20.76,C
2001,9,24,18.09,C
2001,9,25,19.37,C
2001,9,26,14.30,C
2001,9,27,19.89,C
2001,9,28,17.56,C
2001,9,29,18.82,C
2001,9,30,19.85,C
2001,10,1,16.43,C
2001,10,2,18.10,C
2001,10,3,16.73,C
2001,10,4,8.68,C
2001,10,5,15.28,C
2001,10,6,14.55,C
2001,10,7,13.29,C
2001,10,8,9.83,C
2001,10,9,12.11,C
2001,10,10,9.33,C
2001,10,11,18.42,C
2001,10,12,17.77,C
2001,10,13,13.34,C
2001,10,14,16.30,C
2001,10,15,10.76,C
2001,10,16,17.35,C
2001,10,17,15.89,C
2001,10,18,15.78,C
2001,10,19,15.90,C
2001,10,20,18.34,C
2001,10,21,17.89,C
2001,10,22,16.46,C
2001,10,23,10.33,C
2001,10,24,17.44,C
2001,10,25,17.56,C
2001,10,26,15.27,C
2001,10,27,15.64,C
2001,10,28,13.57,C
2001,10,29,6.79,C
2001,10,30,15.39,C
2001,10,31,15.18,C
2001,11,1,16.56,C
2001,11,2,12.82,C
2001,11,3,15.51,C
2001,11,4,6.00,C
2001,11,5,16.65,C
2001,11,6,9.81,C
2001,11,7,14.44,C
2001,11,8,15.87,C
2001,11,9,14.94,C
2001,11,10,15.22,C
2001,11,11,14.71,C
2001,11,12,8.85,C
2001,11,13,3.10,C
2001,11,14,3.46,C
2001,11,15,8.61,C
2001,11,16,17.28,C
2001,11,17,17.05,C
2001,11,18,16.51,C
2001,11,19,16.21,C
2001,11,20,15.40,C
2001,11,21,15.82,C
2001,11,22,15.71,C
2001,11,23,14.76,C
2001,11,24,14.25,C
2001,11,25,15.02,C
2001,11,26,15.02,C
2001,11,27,15.14,C
2001,11,28,8.23,C
2001,11,29,8.02,C
2001,11,30,11.98,C
2001,12,1,9.37,C
2001,12,2,10.70,C
2001,12,3,8.59,C
2001,12,4,14.75,C
2001,12,5,12.57,C
2001,12,6,4.04,C
2001,12,7,10.81,C
2001,12,8,1.96,C
2001,12,9,2.98,C
2001,12,10,6.97,C
2001,12,11,3.59,C
2001,12,12,10.23,C
2001,12,13,5.82,C
2001,12,14,8.02,C
2001,12,15,12.63,C
2001,12,16,4.05,C
2001,12,17,3.51,C
2001,12,18,1.25,C
2001,12,19,9.49,C
2001,12,20,9.90,C
2001,12,21,11.75,C
2001,12,22,14.99,C
2001,12,23,16.21,C
2001,12,24,15.15,C
2001,12,25,15.02,C
2001,12,26,13.19,C
2001,12,27,12.58,C
2001,12,28,13.01,C
2001,12,29,13.08,C
2001,12,30,13.57,C
2001,12,31,13.36,C
2002,1,1,12.40,C
2002,1,2,13.74,C
2002,1,3,14.18,C
2002,1,4,13.68,C
2002,1,5,13.03,C
2002,1,6,14.97,C
2002,1,7,11.49,C
2002,1,8,13.38,C
2002,1,9,14.33,C
2002,1,10,14.13,C
2002,1,11,12.42,C
2002,1,12,9.15,C
2002,1,13,12.65,C
2002,1,14,5.26,C
2002,1,15,3.47,C
2002,1,16,12.90,C
2002,1,17,13.86,C
2002,1,18,6.51,C
2002,1,19,3.40,C
2002,1,20,4.74,C
2002,1,21,15.92,C
2002,1,22,13.43,C
2002,1,23,13.69,C
2002,1,24,3.12,C
2002,1,25,4.96,C
2002,1,26,2.39,C
2002,1,27,1.53,C
2002,1,28,1.93,C
2002,1,29,7.33,C
2002,1,30,14.33,C
2002,1,31,15.24,C
2002,2,1,5.97,C
2002,2,2,8.35,C
2002,2,3,8.92,C
2002,2,4,7.24,C
2002,2,5,2.32,C
2002,2,6,3.93,C
2002,2,7,7.01,C
2002,2,8,7.72,C
2002,2,9,12.06,C
2002,2,10,4.08,C
2002,2,11,9.46,C
2002,2,12,17.61,C
2002,2,13,17.56,C
2002,2,14,18.70,C
2002,2,15,15.99,C
2002,2,16,12.48,C
2002,2,17,17.34,C
2002,2,18,14.32,C
2002,2,19,17.46,C
2002,2,20,11.82,C
2002,2,21,17.00,C
2002,2,22,19.04,C
2002,2,23,11.74,C
2002,2,24,14.83,C
2002,2,25,16.98,C
2002,2,26,18.15,C
2002,2,27,11.52,C
2002,2,28,16.62,C
2002,3,1,15.25,C
2002,3,2,15.30,C
2002,3,3,6.77,C
2002,3,4,12.35,C
2002,3,5,15.84,C
2002,3,6,15.27,C
2002,3,7,19.47,C
2002,3,8,12.37,C
2002,3,9,11.82,C
2002,3,10,16.24,C
2002,3,11,19.13,C
2002,3,12,15.21,C
2002,3,13,9.33,C
2002,3,14,7.21,C
2002,3,15,8.93,C
2002,3,16,4.34,C
2002,3,17,5.02,C
2002,3,18,8.90,C
2002,3,19,14.32,C
2002,3,20,9.99,C
2002,3,21,15.83,C
2002,3,22,5.44,C
2002,3,23,2.91,C
2002,3,24,3.48,C
2002,3,25,12.98,C
2002,3,26,7.63,C
2002,3,27,10.48,C
2002,3,28,5.13,C
2002,3,29,8.13,C
2002,3,30,4.79,C
2002,3,31,4.07,C
2002,4,1,20.08,C
2002,4,2,16.52,C
2002,4,3,16.52,C
2002,4,4,14.15,C
2002,4,5,13.67,C
2002,4,6,9.68,C
2002,4,7,15.93,C
2002,4,8,17.11,C
2002,4,9,13.30,C
2002,4,10,2.88,C
2002,4,11,2.87,C
2002,4,12,11.19,C
2002,4,13,21.69,C
2002,4,14,14.43,C
2002,4,15,15.24,C
2002,4,16,14.80,C
2002,4,17,13.46,C
2002,4,18,9.33,C
2002,4,19,13.09,C
2002,4,20,18.07,C
2002,4,21,22.32,C
2002,4,22,18.48,C
2002,4,23,21.27,C
2002,4,24,20.60,C
2002,4,25,4.36,C
2002,4,26,4.41,C
2002,4,27,11.48,C
2002,4,28,13.73,C
2002,4,29,19.97,C
2002,4,30,23.48,C
2002,5,1,19.00,C
2002,5,2,24.72,C
2002,5,3,23.90,C
2002,5,4,22.28,C
2002,5,5,16.51,C
2002,5,6,18.38,C
2002,5,7,24.88,C
2002,5,8,25.08,C
2002,5,9,8.92,C
2002,5,10,13.75,C
2002,5,11,21.00,C
2002,5,12,7.44,C
2002,5,13,10.16,C
2002,5,14,12.23,C
2002,5,15,13.47,C
2002,5,16,9.63,C
2002,5,17,9.77,C
2002,5,18,7.52,C
2002,5,19,8.91,C
2002,5,20,8.80,C
2002,5,21,9.71,C
2002,5,22,13.36,C
2002,5,23,17.14,C
2002,5,24,14.66,C
2002,5,25,16.22,C
2002,5,26,19.36,C
2002,5,27,23.71,C
2002,5,28,16.90,C
2002,5,29,14.16,C
2002,5,30,15.92,C
2002,5,31,15.75,C
2002,6,1,13.99,C
2002,6,2,5.23,C
2002,6,3,10.08,C
2002,6,4,19.43,C
2002,6,5,10.58,C
2002,6,6,19.59,C
2002,6,7,19.17,C
2002,6,8,22.26,C
2002,6,9,8.90,C
2002,6,10,8.94,C
2002,6,11,3.01,C
2002,6,12,10.56,C
2002,6,13,14.46,C
2002,6,14,21.93,C
2002,6,15,15.35,C
2002,6,16,15.10,C
2002,6,17,13.99,C
2002,6,18,12.68,C
2002,6,19,14.87,C
2002,6,20,7.44,C
2002,6,21,22.07,C
2002,6,22,18.69,C
2002,6,23,15.00,C
2002,6,24,22.21,C
2002,6,25,24.09,C
2002,6,26,24.60,C
2002,6,27,20.58,C
2002,6,28,20.50,C
2002,6,29,21.72,C
2002,6,30,12.44,C
2002,7,1,14.05,C
2002,7,2,13.03,C
2002,7,3,12.55,C
2002,7,4,16.65,C
2002,7,5,16.04,C
2002,7,6,12.57,C
2002,7,7,8.85,C
2002,7,8,12.13,C
2002,7,9,16.85,C
2002,7,10,16.73,C
2002,7,11,21.38,C
2002,7,12,23.21,C
2002,7,13,21.26,C
2002,7,14,23.66,C
2002,7,15,23.53,C
2002,7,16,10.07,C
2002,7,17,11.19,C
2002,7,18,13.27,C
2002,7,19,6.96,C
2002,7,20,9.67,C
2002,7,21,19.44,C
2002,7,22,12.65,C
2002,7,23,10.56,C
2002,7,24,18.99,C
2002,7,25,19.86,C
2002,7,26,8.87,C
2002,7,27,5.48,C
2002,7,28,10.48,C
2002,7,29,7.69,C
2002,7,30,7.54,C
2002,7,31,7.64,C
2002,8,1,18.96,C
2002,8,2,16.30,C
2002,8,3,8.92,C
2002,8,4,10.09,C
2002,8,5,7.29,C
2002,8,6,2.80,C
2002,8,7,13.10,C
2002,8,8,9.91,C
2002,8,9,1.41,C
2002,8,10,6.32,C
2002,8,11,22.56,C
2002,8,12,21.56,C
2002,8,13,23.30,C
2002,8,14,20.27,C
2002,8,15,21.89,C
2002,8,16,15.25,C
2002,8,17,16.79,C
2002,8,18,7.25,C
2002,8,19,7.90,C
2002,8,20,9.88,C
2002,8,21,15.36,C
2002,8,22,20.35,C
2002,8,23,22.84,C
2002,8,24,24.33,C
2002,8,25,24.17,C
2002,8,26,22.16,C
2002,8,27,22.12,C
2002,8,28,21.32,C
2002,8,29,22.05,C
2002,8,30,15.09,C
2002,8,31,11.82,C
2002,9,1,19.66,C
2002,9,2,20.12,C
2002,9,3,12.59,C
2002,9,4,21.06,C
2002,9,5,17.84,C
2002,9,6,15.65,C
2002,9,7,21.83,C
2002,9,8,21.44,C
2002,9,9,14.72,C
2002,9,10,12.85,C
2002,9,11,3.47,C
2002,9,12,7.69,C
2002,9,13,9.35,C
2002,9,14,5.03,C
2002,9,15,3.13,C
2002,9,16,8.56,C
2002,9,17,4.01,C
2002,9,18,21.31,C
2002,9,19,17.31,C
2002,9,20,22.20,C
2002,9,21,16.75,C
2002,9,22,6.36,C
2002,9,23,12.87,C
2002,9,24,6.24,C
2002,9,25,5.66,C
2002,9,26,10.93,C
2002,9,27,13.95,C
2002,9,28,16.96,C
2002,9,29,10.04,C
2002,9,30,10.23,C
2002,10,1,5.77,C
2002,10,2,13.59,C
2002,10,3,13.89,C
2002,10,4,11.56,C
2002,10,5,17.36,C
2002,10,6,8.27,C
2002,10,7,6.60,C
2002,10,8,21.10,C
2002,10,9,20.52,C
2002,10,10,18.59,C
2002,10,11,16.49,C
2002,10,12,11.74,C
2002,10,13,9.74,C
2002,10,14,17.89,C
2002,10,15,17.94,C
2002,10,16,16.37,C
2002,10,17,7.88,C
2002,10,18,6.62,C
2002,10,19,14.68,C
2002,10,20,15.21,C
2002,10,21,4.10,C
2002,10,22,2.93,C
2002,10,23,4.48,C
2002,10,24,12.20,C
2002,10,25,17.52,C
2002,10,26,12.98,C
2002,10,27,10.42,C
2002,10,28,4.73,C
2002,10,29,1.20,C
2002,10,30,1.52,C
2002,10,31,4.51,C
2002,11,1,16.17,C
2002,11,2,12.85,C
2002,11,3,17.36,C
2002,11,4,17.65,C
2002,11,5,17.15,C
2002,11,6,17.49,C
2002,11,7,15.13,C
2002,11,8,16.67,C
2002,11,9,15.72,C
2002,11,10,16.04,C
2002,11,11,15.39,C
2002,11,12,15.14,C
2002,11,13,15.82,C
2002,11,14,14.50,C
2002,11,15,7.44,C
2002,11,16,2.21,C
2002,11,17,12.00,C
2002,11,18,5.22,C
2002,11,19,4.70,C
2002,11,20,11.02,C
2002,11,21,13.52,C
2002,11,22,12.22,C
2002,11,23,12.47,C
2002,11,24,13.09,C
2002,11,25,12.41,C
2002,11,26,14.92,C
2002,11,27,5.98,C
2002,11,28,1.87,C
2002,11,29,4.58,C
2002,11,30,2.78,C
2002,12,1,3.30,C
2002,12,2,4.26,C
2002,12,3,13.02,C
2002,12,4,12.95,C
2002,12,5,5.74,C
2002,12,6,9.05,C
2002,12,7,12.02,C
2002,12,8,2.20,C
2002,12,9,8.97,C
2002,12,10,14.46,C
2002,12,11,2.26,C
2002,12,12,15.30,C
2002,12,13,10.64,C
2002,12,14,12.52,C
2002,12,15,13.51,C
2002,12,16,13.21,C
2002,12,17,7.85,C
2002,12,18,9.33,C
2002,12,19,12.43,C
2002,12,20,3.34,C
2002,12,21,8.39,C
2002,12,22,12.02,C
2002,12,23,12.39,C
2002,12,24,11.15,C
2002,12,25,8.92,C
2002,12,26,4.45,C
2002,12,27,3.71,C
2002,12,28,10.37,C
2002,12,29,9.00,C
2002,12,30,12.88,C
2002,12,31,5.36,C
2003,1,1,6.10,C
2003,1,2,4.54,C
2003,1,3,13.98,C
2003,1,4,10.95,C
2003,1,5,10.92,C
2003,1,6,1.68,C
2003,1,7,15.98,C
2003,1,8,15.50,C
2003,1,9,14.55,C
2003,1,10,14.89,C
2003,1,11,13.90,C
2003,1,12,14.37,C
2003,1,13,13.78,C
2003,1,14,13.95,C
2003,1,15,14.79,C
2003,1,16,10.81,C
2003,1,17,15.63,C
2003,1,18,15.67,C
2003,1,19,12.92,C
2003,1,20,12.18,C
