Year,Month,Day,Global Solar Radiation (MJ/m&sup2;) - King's Park_Value,completeness
1989,4,30,22.53,C
1989,5,1,6.57,C
1989,5,2,3.47,C
1989,5,3,3.00,C
1989,5,4,9.71,C
1989,5,5,14.22,C
1989,5,6,20.79,C
1989,5,7,24.11,C
1989,5,8,13.90,C
1989,5,9,14.13,C
1989,5,10,12.75,C
1989,5,11,20.33,C
1989,5,12,21.83,C
1989,5,13,12.44,C
1989,5,14,3.22,C
1989,5,15,9.20,C
1989,5,16,16.14,C
1989,5,17,12.55,C
1989,5,18,18.30,C
1989,5,19,6.92,C
1989,5,20,3.23,C
1989,5,21,8.90,C
1989,5,22,13.38,C
1989,5,23,11.50,C
1989,5,24,11.32,C
1989,5,25,19.06,C
1989,5,26,7.59,C
1989,5,27,13.84,C
1989,5,28,14.79,C
1989,5,29,24.14,C
1989,5,30,6.37,C
1989,5,31,5.29,C
1989,6,1,7.46,C
1989,6,2,14.26,C
1989,6,3,6.00,C
1989,6,4,18.87,C
1989,6,5,17.87,C
1989,6,6,13.26,C
1989,6,7,23.90,C
1989,6,8,19.00,C
1989,6,9,22.52,C
1989,6,10,9.17,C
1989,6,11,15.14,C
1989,6,12,15.71,C
1989,6,13,19.98,C
1989,6,14,13.09,C
1989,6,15,22.84,C
1989,6,16,21.34,C
1989,6,17,18.21,C
1989,6,18,21.77,C
1989,6,19,14.51,C
1989,6,20,19.90,C
1989,6,21,13.17,C
1989,6,22,9.74,C
1989,6,23,5.43,C
1989,6,24,18.41,C
1989,6,25,12.14,C
1989,6,26,3.51,C
1989,6,27,14.23,C
1989,6,28,19.28,C
1989,6,29,22.21,C
1989,6,30,18.38,C
1989,7,1,16.16,C
1989,7,2,21.01,C
1989,7,3,22.66,C
1989,7,4,21.36,C
1989,7,5,25.25,C
1989,7,6,25.78,C
1989,7,7,26.10,C
1989,7,8,25.13,C
1989,7,9,22.84,C
1989,7,10,15.43,C
1989,7,11,19.37,C
1989,7,12,20.94,C
1989,7,13,23.09,C
1989,7,14,22.03,C
1989,7,15,24.18,C
1989,7,16,17.72,C
1989,7,17,13.01,C
1989,7,18,5.11,C
1989,7,19,15.48,C
1989,7,20,21.80,C
1989,7,21,23.35,C
1989,7,22,21.94,C
1989,7,23,12.90,C
1989,7,24,11.84,C
1989,7,25,20.78,C
1989,7,26,19.77,C
1989,7,27,22.46,C
1989,7,28,9.55,C
1989,7,29,3.65,C
1989,7,30,6.85,C
1989,7,31,16.25,C
1989,8,1,8.85,C
1989,8,2,15.67,C
1989,8,3,16.89,C
1989,8,4,11.38,C
1989,8,5,17.53,C
1989,8,6,24.27,C
1989,8,7,21.59,C
1989,8,8,23.73,C
1989,8,9,20.77,C
1989,8,10,19.80,C
1989,8,11,13.48,C
1989,8,12,15.35,C
1989,8,13,21.31,C
1989,8,14,23.67,C
1989,8,15,21.10,C
1989,8,16,20.27,C
1989,8,17,19.70,C
1989,8,18,13.16,C
1989,8,19,22.90,C
1989,8,20,12.12,C
1989,8,21,15.62,C
1989,8,22,9.45,C
1989,8,23,7.91,C
1989,8,24,12.05,C
1989,8,25,11.58,C
1989,8,26,6.76,C
1989,8,27,13.60,C
1989,8,28,6.21,C
1989,8,29,5.41,C
1989,8,30,19.62,C
1989,8,31,22.01,C
1989,9,1,21.60,C
1989,9,2,21.33,C
1989,9,3,18.66,C
1989,9,4,20.38,C
1989,9,5,18.05,C
1989,9,6,17.15,C
1989,9,7,5.17,C
1989,9,8,22.09,C
1989,9,9,18.19,C
1989,9,10,19.58,C
1989,9,11,20.12,C
1989,9,12,16.91,C
1989,9,13,17.40,C
1989,9,14,7.83,C
1989,9,15,12.64,C
1989,9,16,10.18,C
1989,9,17,0.67,C
1989,9,18,16.27,C
1989,9,19,14.71,C
1989,9,20,8.34,C
1989,9,21,7.75,C
1989,9,22,6.25,C
1989,9,23,12.90,C
1989,9,24,17.21,C
1989,9,25,21.24,C
1989,9,26,21.09,C
1989,9,27,16.43,C
1989,9,28,11.05,C
1989,9,29,16.12,C
1989,9,30,8.07,C
1989,10,1,7.54,C
1989,10,2,6.60,C
1989,10,3,12.11,C
1989,10,4,16.30,C
1989,10,5,15.29,C
1989,10,6,18.90,C
1989,10,7,14.78,C
1989,10,8,14.11,C
1989,10,9,9.71,C
1989,10,10,16.47,C
1989,10,11,19.21,C
1989,10,12,3.91,C
1989,10,13,2.33,C
1989,10,14,15.95,C
1989,10,15,18.89,C
1989,10,16,15.78,C
1989,10,17,7.38,C
1989,10,18,17.72,C
1989,10,19,18.87,C
1989,10,20,17.86,C
1989,10,21,7.16,C
1989,10,22,17.32,C
1989,10,23,16.43,C
1989,10,24,17.18,C
1989,10,25,17.50,C
1989,10,26,17.26,C
1989,10,27,15.76,C
1989,10,28,14.27,C
1989,10,29,9.97,C
1989,10,30,13.77,C
1989,10,31,13.23,C
1989,11,1,3.73,C
1989,11,2,9.98,C
1989,11,3,14.08,C
1989,11,4,14.63,C
1989,11,5,16.48,C
1989,11,6,16.90,C
1989,11,7,13.52,C
1989,11,8,10.73,C
1989,11,9,12.50,C
1989,11,10,16.24,C
1989,11,11,16.19,C
1989,11,12,15.61,C
1989,11,13,15.19,C
1989,11,14,11.10,C
1989,11,15,12.55,C
1989,11,16,14.11,C
1989,11,17,14.35,C
1989,11,18,15.28,C
1989,11,19,11.56,C
1989,11,20,15.50,C
1989,11,21,15.84,C
1989,11,22,8.85,C
1989,11,23,5.92,C
1989,11,24,7.04,C
1989,11,25,4.10,C
1989,11,26,6.67,C
1989,11,27,8.74,C
1989,11,28,14.27,C
1989,11,29,16.13,C
1989,11,30,15.94,C
1989,12,1,14.71,C
1989,12,2,14.37,C
1989,12,3,13.48,C
1989,12,4,13.42,C
1989,12,5,11.53,C
1989,12,6,12.53,C
1989,12,7,11.89,C
1989,12,8,14.02,C
1989,12,9,7.65,C
1989,12,10,15.24,C
1989,12,11,15.11,C
1989,12,12,15.19,C
1989,12,13,13.32,C
1989,12,14,12.18,C
1989,12,15,11.34,C
1989,12,16,12.75,C
1989,12,17,14.13,C
1989,12,18,3.97,C
1989,12,19,3.82,C
1989,12,20,6.53,C
1989,12,21,9.92,C
1989,12,22,5.23,C
1989,12,23,2.38,C
1989,12,24,3.12,C
1989,12,25,6.53,C
1989,12,26,5.22,C
1989,12,27,7.13,C
1989,12,28,12.30,C
1989,12,29,7.57,C
1989,12,30,1.99,C
1989,12,31,1.68,C
1990,1,1,4.03,C
1990,1,2,5.49,C
1990,1,3,8.71,C
1990,1,4,9.47,C
1990,1,5,11.46,C
1990,1,6,9.01,C
1990,1,7,12.42,C
1990,1,8,13.99,C
1990,1,9,12.05,C
1990,1,10,14.92,C
1990,1,11,10.73,C
1990,1,12,13.15,C
1990,1,13,5.38,C
1990,1,14,5.14,C
1990,1,15,3.24,C
1990,1,16,7.45,C
1990,1,17,8.12,C
1990,1,18,4.22,C
1990,1,19,1.78,C
1990,1,20,2.06,C
1990,1,21,3.59,C
1990,1,22,4.32,C
1990,1,23,5.14,C
1990,1,24,12.27,C
1990,1,25,12.90,C
1990,1,26,10.80,C
1990,1,27,16.29,C
1990,1,28,8.95,C
1990,1,29,5.83,C
1990,1,30,3.83,C
1990,1,31,3.71,C
1990,2,1,3.97,C
1990,2,2,12.87,C
1990,2,3,7.07,C
1990,2,4,5.77,C
1990,2,5,10.92,C
1990,2,6,15.58,C
1990,2,7,8.32,C
1990,2,8,11.62,C
1990,2,9,4.11,C
1990,2,10,8.24,C
1990,2,11,13.12,C
1990,2,12,5.74,C
1990,2,13,16.49,C
1990,2,14,13.42,C
1990,2,15,11.57,C
1990,2,16,8.81,C
1990,2,17,1.92,C
1990,2,18,7.58,C
1990,2,19,13.60,C
1990,2,20,2.12,C
1990,2,21,5.91,C
1990,2,22,4.84,C
1990,2,23,2.03,C
1990,2,24,2.82,C
1990,2,25,3.26,C
1990,2,26,2.72,C
1990,2,27,1.36,C
1990,2,28,3.36,C
1990,3,1,3.85,C
1990,3,2,2.39,C
1990,3,3,2.86,C
1990,3,4,2.04,C
1990,3,5,15.41,C
1990,3,6,17.76,C
1990,3,7,18.99,C
1990,3,8,14.19,C
1990,3,9,5.71,C
1990,3,10,10.79,C
1990,3,11,20.17,C
1990,3,12,17.44,C
1990,3,13,13.07,C
1990,3,14,12.75,C
1990,3,15,10.68,C
1990,3,16,16.49,C
1990,3,17,19.43,C
1990,3,18,11.94,C
1990,3,19,21.19,C
1990,3,20,22.11,C
1990,3,21,21.08,C
1990,3,22,18.16,C
1990,3,23,15.60,C
1990,3,24,4.33,C
1990,3,25,13.77,C
1990,3,26,9.56,C
1990,3,27,10.02,C
1990,3,28,13.04,C
1990,3,29,11.89,C
1990,3,30,7.65,C
1990,3,31,7.14,C
1990,4,1,6.88,C
1990,4,2,8.36,C
1990,4,3,7.74,C
1990,4,4,3.96,C
1990,4,5,4.16,C
1990,4,6,16.57,C
1990,4,7,13.37,C
1990,4,8,9.50,C
1990,4,9,7.17,C
1990,4,10,16.16,C
1990,4,11,4.51,C
1990,4,12,6.71,C
1990,4,13,14.61,C
1990,4,14,11.11,C
1990,4,15,4.61,C
1990,4,16,3.64,C
1990,4,17,6.88,C
1990,4,18,6.36,C
1990,4,19,4.36,C
1990,4,20,4.31,C
1990,4,21,7.69,C
1990,4,22,12.75,C
1990,4,23,13.35,C
1990,4,24,2.66,C
1990,4,25,3.68,C
1990,4,26,4.61,C
1990,4,27,17.87,C
1990,4,28,16.58,C
1990,4,29,25.08,C
1990,4,30,22.60,C
1990,5,1,21.41,C
1990,5,2,24.29,C
1990,5,3,22.20,C
1990,5,4,5.78,C
1990,5,5,20.89,C
1990,5,6,21.02,C
1990,5,7,17.85,C
1990,5,8,17.71,C
1990,5,9,3.76,C
1990,5,10,8.29,C
1990,5,11,4.07,C
1990,5,12,17.22,C
1990,5,13,8.27,C
1990,5,14,20.39,C
1990,5,15,9.75,C
1990,5,16,10.57,C
1990,5,17,7.78,C
1990,5,18,11.11,C
1990,5,19,25.34,C
1990,5,20,24.36,C
1990,5,21,24.99,C
1990,5,22,15.04,C
1990,5,23,16.96,C
1990,5,24,12.54,C
1990,5,25,8.48,C
1990,5,26,3.05,C
1990,5,27,10.85,C
1990,5,28,21.16,C
1990,5,29,13.23,C
1990,5,30,13.71,C
1990,5,31,22.80,C
1990,6,1,3.50,C
1990,6,2,3.87,C
1990,6,3,5.78,C
1990,6,4,17.27,C
1990,6,5,10.63,C
1990,6,6,10.39,C
1990,6,7,7.93,C
1990,6,8,8.02,C
1990,6,9,9.48,C
1990,6,10,4.54,C
1990,6,11,11.49,C
1990,6,12,20.14,C
1990,6,13,19.40,C
1990,6,14,22.38,C
1990,6,15,19.96,C
1990,6,16,11.77,C
1990,6,17,10.22,C
1990,6,18,10.83,C
1990,6,19,19.60,C
1990,6,20,19.03,C
1990,6,21,20.25,C
1990,6,22,17.96,C
1990,6,23,13.41,C
1990,6,24,20.88,C
1990,6,25,19.05,C
1990,6,26,22.18,C
1990,6,27,24.26,C
1990,6,28,24.40,C
1990,6,29,5.89,C
1990,6,30,2.08,C
1990,7,1,12.44,C
1990,7,2,12.08,C
1990,7,3,17.01,C
1990,7,4,21.66,C
1990,7,5,16.94,C
1990,7,6,23.17,C
1990,7,7,18.26,C
1990,7,8,25.89,C
1990,7,9,22.60,C
1990,7,10,24.87,C
1990,7,11,23.68,C
1990,7,12,17.83,C
1990,7,13,5.68,C
1990,7,14,2.32,C
1990,7,15,17.52,C
1990,7,16,20.80,C
1990,7,17,22.47,C
1990,7,18,19.99,C
1990,7,19,18.06,C
1990,7,20,24.16,C
1990,7,21,21.10,C
1990,7,22,22.27,C
1990,7,23,16.28,C
1990,7,24,20.16,C
1990,7,25,20.22,C
1990,7,26,24.30,C
1990,7,27,16.73,C
1990,7,28,8.22,C
1990,7,29,14.38,C
1990,7,30,9.71,C
1990,7,31,5.30,C
1990,8,1,18.36,C
1990,8,2,9.09,C
1990,8,3,8.74,C
1990,8,4,16.33,C
1990,8,5,18.49,C
1990,8,6,23.34,C
1990,8,7,25.16,C
1990,8,8,25.51,C
1990,8,9,24.64,C
1990,8,10,23.00,C
1990,8,11,24.24,C
1990,8,12,20.16,C
1990,8,13,25.45,C
1990,8,14,14.85,C
1990,8,15,24.16,C
1990,8,16,16.79,C
1990,8,17,18.33,C
1990,8,18,13.09,C
1990,8,19,18.27,C
1990,8,20,5.80,C
1990,8,21,7.24,C
1990,8,22,5.70,C
1990,8,23,17.45,C
1990,8,24,16.16,C
1990,8,25,16.44,C
1990,8,26,18.02,C
1990,8,27,13.91,C
1990,8,28,5.77,C
1990,8,29,11.03,C
1990,8,30,22.05,C
1990,8,31,22.69,C
1990,9,1,18.47,C
1990,9,2,23.33,C
1990,9,3,18.26,C
1990,9,4,18.95,C
1990,9,5,17.68,C
1990,9,6,12.71,C
1990,9,7,17.77,C
1990,9,8,9.40,C
1990,9,9,4.69,C
1990,9,10,1.36,C
1990,9,11,2.89,C
1990,9,12,9.90,C
1990,9,13,17.70,C
1990,9,14,15.35,C
1990,9,15,15.18,C
1990,9,16,12.78,C
1990,9,17,19.29,C
1990,9,18,14.58,C
1990,9,19,2.17,C
1990,9,20,8.59,C
1990,9,21,18.79,C
1990,9,22,15.35,C
1990,9,23,17.44,C
1990,9,24,13.05,C
1990,9,25,13.18,C
1990,9,26,13.20,C
1990,9,27,8.69,C
1990,9,28,9.91,C
1990,9,29,21.24,C
1990,9,30,19.65,C
1990,10,1,20.95,C
1990,10,2,11.35,C
1990,10,3,11.20,C
1990,10,4,5.53,C
1990,10,5,13.70,C
1990,10,6,19.87,C
1990,10,7,19.08,C
1990,10,8,20.03,C
1990,10,9,20.26,C
1990,10,10,20.96,C
1990,10,11,19.35,C
1990,10,12,19.84,C
1990,10,13,16.17,C
1990,10,14,17.97,C
1990,10,15,15.52,C
1990,10,16,18.72,C
1990,10,17,18.01,C
1990,10,18,18.26,C
1990,10,19,18.97,C
1990,10,20,17.56,C
1990,10,21,13.41,C
1990,10,22,17.86,C
1990,10,23,14.26,C
1990,10,24,14.08,C
1990,10,25,12.30,C
1990,10,26,11.06,C
1990,10,27,17.29,C
1990,10,28,16.22,C
1990,10,29,12.20,C
1990,10,30,12.00,C
1990,10,31,17.25,C
1990,11,1,16.09,C
1990,11,2,13.56,C
1990,11,3,7.42,C
1990,11,4,5.61,C
1990,11,5,5.94,C
1990,11,6,7.55,C
1990,11,7,10.14,C
1990,11,8,1.77,C
1990,11,9,4.00,C
1990,11,10,12.66,C
1990,11,11,11.55,C
1990,11,12,16.74,C
1990,11,13,15.33,C
1990,11,14,13.61,C
1990,11,15,4.89,C
1990,11,16,1.78,C
1990,11,17,1.41,C
1990,11,18,11.04,C
1990,11,19,14.58,C
1990,11,20,14.84,C
1990,11,21,6.78,C
1990,11,22,14.05,C
1990,11,23,15.92,C
1990,11,24,14.77,C
1990,11,25,14.34,C
1990,11,26,14.18,C
1990,11,27,13.15,C
1990,11,28,12.76,C
1990,11,29,13.12,C
1990,11,30,15.31,C
1990,12,1,15.48,C
1990,12,2,16.04,C
1990,12,3,14.77,C
1990,12,4,14.56,C
1990,12,5,14.94,C
1990,12,6,14.80,C
1990,12,7,14.91,C
1990,12,8,11.12,C
1990,12,9,12.48,C
1990,12,10,15.40,C
1990,12,11,14.22,C
1990,12,12,7.69,C
1990,12,13,12.84,C
1990,12,14,13.01,C
1990,12,15,12.04,C
1990,12,16,10.40,C
1990,12,17,13.12,C
1990,12,18,13.25,C
1990,12,19,11.00,C
1990,12,20,6.88,C
1990,12,21,6.31,C
1990,12,22,11.78,C
1990,12,23,13.70,C
1990,12,24,14.66,C
1990,12,25,14.63,C
1990,12,26,13.22,C
1990,12,27,12.33,C
1990,12,28,14.26,C
1990,12,29,8.94,C
1990,12,30,3.42,C
1990,12,31,12.41,C
1991,1,1,13.60,C
1991,1,2,8.19,C
1991,1,3,10.79,C
1991,1,4,7.75,C
1991,1,5,1.96,C
1991,1,6,2.20,C
1991,1,7,1.73,C
1991,1,8,7.36,C
1991,1,9,4.18,C
1991,1,10,8.70,C
1991,1,11,3.92,C
1991,1,12,1.90,C
1991,1,13,7.88,C
1991,1,14,3.90,C
1991,1,15,7.68,C
1991,1,16,10.52,C
1991,1,17,14.49,C
1991,1,18,10.87,C
1991,1,19,15.04,C
1991,1,20,16.17,C
1991,1,21,15.07,C
1991,1,22,5.57,C
1991,1,23,13.71,C
1991,1,24,10.64,C
1991,1,25,10.20,C
1991,1,26,2.32,C
1991,1,27,3.78,C
1991,1,28,15.14,C
1991,1,29,16.57,C
1991,1,30,10.90,C
1991,1,31,11.73,C
1991,2,1,10.41,C
1991,2,2,15.71,C
1991,2,3,15.47,C
1991,2,4,14.67,C
1991,2,5,5.25,C
1991,2,6,13.99,C
1991,2,7,13.60,C
1991,2,8,13.72,C
1991,2,9,13.47,C
1991,2,10,14.28,C
1991,2,11,6.03,C
1991,2,12,2.68,C
1991,2,13,7.97,C
1991,2,14,5.19,C
1991,2,15,15.85,C
1991,2,16,5.87,C
1991,2,17,10.29,C
1991,2,18,8.00,C
1991,2,19,2.35,C
1991,2,20,5.74,C
1991,2,21,15.29,C
1991,2,22,12.08,C
1991,2,23,19.20,C
1991,2,24,17.32,C
1991,2,25,10.11,C
1991,2,26,8.80,C
1991,2,27,11.81,C
1991,2,28,9.21,C
1991,3,1,11.27,C
1991,3,2,4.43,C
1991,3,3,2.66,C
1991,3,4,9.54,C
1991,3,5,12.14,C
1991,3,6,8.62,C
1991,3,7,16.30,C
1991,3,8,12.22,C
1991,3,9,19.17,C
1991,3,10,10.35,C
1991,3,11,17.60,C
1991,3,12,8.47,C
1991,3,13,10.63,C
1991,3,14,2.93,C
1991,3,15,7.25,C
1991,3,16,14.59,C
1991,3,17,3.23,C
1991,3,18,4.44,C
1991,3,19,7.05,C
1991,3,20,10.30,C
1991,3,21,8.68,C
1991,3,22,3.79,C
1991,3,23,5.54,C
1991,3,24,8.57,C
1991,3,25,9.89,C
1991,3,26,12.67,C
1991,3,27,15.56,C
1991,3,28,3.93,C
1991,3,29,8.87,C
1991,3,30,3.58,C
1991,3,31,1.94,C
1991,4,1,18.11,C
1991,4,2,12.94,C
1991,4,3,20.32,C
1991,4,4,12.21,C
1991,4,5,11.50,C
1991,4,6,5.93,C
1991,4,7,13.36,C
1991,4,8,3.02,C
1991,4,9,7.25,C
1991,4,10,8.74,C
1991,4,11,11.00,C
1991,4,12,21.40,C
1991,4,13,23.88,C
1991,4,14,16.22,C
1991,4,15,11.31,C
1991,4,16,11.74,C
1991,4,17,16.83,C
1991,4,18,21.19,C
1991,4,19,6.76,C
1991,4,20,4.52,C
1991,4,21,6.57,C
1991,4,22,10.51,C
1991,4,23,22.54,C
1991,4,24,21.72,C
1991,4,25,18.01,C
1991,4,26,23.70,C
1991,4,27,10.56,C
1991,4,28,13.97,C
1991,4,29,13.39,C
1991,4,30,3.97,C
1991,5,1,7.84,C
1991,5,2,4.98,C
1991,5,3,9.06,C
1991,5,4,4.14,C
1991,5,5,13.49,C
1991,5,6,19.71,C
1991,5,7,10.46,C
1991,5,8,5.27,C
1991,5,9,4.67,C
1991,5,10,13.48,C
1991,5,11,20.22,C
1991,5,12,23.40,C
1991,5,13,8.15,C
1991,5,14,21.02,C
1991,5,15,22.81,C
1991,5,16,20.62,C
1991,5,17,17.60,C
1991,5,18,12.99,C
1991,5,19,16.68,C
1991,5,20,21.13,C
1991,5,21,23.81,C
1991,5,22,21.17,C
1991,5,23,24.97,C
1991,5,24,12.04,C
1991,5,25,15.97,C
1991,5,26,19.14,C
1991,5,27,19.01,C
1991,5,28,25.59,C
1991,5,29,14.43,C
1991,5,30,20.48,C
1991,5,31,25.79,C
1991,6,1,15.99,C
1991,6,2,19.05,C
1991,6,3,23.45,C
1991,6,4,24.18,C
1991,6,5,22.12,C
1991,6,6,14.47,C
1991,6,7,16.82,C
1991,6,8,3.64,C
1991,6,9,1.23,C
1991,6,10,4.40,C
1991,6,11,13.87,C
1991,6,12,16.98,C
1991,6,13,16.05,C
1991,6,14,20.09,C
1991,6,15,20.24,C
1991,6,16,22.96,C
1991,6,17,22.33,C
1991,6,18,20.56,C
1991,6,19,10.47,C
1991,6,20,8.46,C
1991,6,21,12.15,C
1991,6,22,9.07,C
1991,6,23,2.87,C
1991,6,24,5.38,C
1991,6,25,13.17,C
1991,6,26,3.31,C
1991,6,27,8.83,C
1991,6,28,18.26,C
1991,6,29,21.71,C
1991,6,30,23.45,C
1991,7,1,23.53,C
1991,7,2,21.50,C
1991,7,3,13.59,C
1991,7,4,16.81,C
1991,7,5,16.63,C
1991,7,6,16.00,C
1991,7,7,19.77,C
1991,7,8,20.69,C
1991,7,9,23.43,C
1991,7,10,21.58,C
1991,7,11,21.60,C
1991,7,12,18.23,C
1991,7,13,9.01,C
1991,7,14,10.76,C
1991,7,15,15.57,C
1991,7,16,24.09,C
1991,7,17,21.35,C
1991,7,18,20.55,C
1991,7,19,12.61,C
1991,7,20,12.33,C
1991,7,21,11.95,C
1991,7,22,20.46,C
1991,7,23,10.90,C
1991,7,24,9.27,C
1991,7,25,20.95,C
1991,7,26,19.55,C
1991,7,27,14.33,C
1991,7,28,17.05,C
1991,7,29,11.90,C
1991,7,30,8.65,C
1991,7,31,9.21,C
1991,8,1,15.97,C
1991,8,2,20.47,C
1991,8,3,24.00,C
1991,8,4,25.15,C
1991,8,5,17.00,C
1991,8,6,21.15,C
1991,8,7,17.47,C
1991,8,8,23.63,C
1991,8,9,21.59,C
1991,8,10,11.94,C
1991,8,11,10.20,C
1991,8,12,8.56,C
1991,8,13,5.76,C
1991,8,14,9.30,C
1991,8,15,5.55,C
1991,8,16,6.21,C
1991,8,17,8.32,C
1991,8,18,21.26,C
1991,8,19,17.40,C
1991,8,20,9.71,C
1991,8,21,12.67,C
1991,8,22,14.61,C
1991,8,23,17.71,C
1991,8,24,6.00,C
1991,8,25,7.21,C
1991,8,26,20.48,C
1991,8,27,20.25,C
1991,8,28,9.64,C
1991,8,29,6.25,C
1991,8,30,12.47,C
1991,8,31,14.87,C
1991,9,1,16.25,C
1991,9,2,17.71,C
1991,9,3,16.18,C
1991,9,4,8.49,C
1991,9,5,12.32,C
1991,9,6,7.65,C
1991,9,7,5.14,C
1991,9,8,20.51,C
1991,9,9,9.66,C
1991,9,10,22.54,C
1991,9,11,14.82,C
1991,9,12,16.24,C
1991,9,13,13.77,C
1991,9,14,14.17,C
1991,9,15,11.86,C
1991,9,16,20.98,C
1991,9,17,14.45,C
1991,9,18,14.33,C
1991,9,19,18.28,C
1991,9,20,20.03,C
1991,9,21,12.83,C
1991,9,22,17.42,C
1991,9,23,17.87,C
1991,9,24,16.04,C
1991,9,25,9.96,C
1991,9,26,18.17,C
1991,9,27,15.57,C
1991,9,28,5.30,C
1991,9,29,7.47,C
1991,9,30,14.12,C
1991,10,1,17.50,C
1991,10,2,16.72,C
1991,10,3,16.89,C
1991,10,4,19.26,C
1991,10,5,18.03,C
1991,10,6,11.31,C
1991,10,7,15.70,C
1991,10,8,11.10,C
1991,10,9,18.19,C
1991,10,10,16.08,C
1991,10,11,10.34,C
1991,10,12,17.37,C
1991,10,13,15.57,C
1991,10,14,5.10,C
1991,10,15,0.96,C
1991,10,16,3.16,C
1991,10,17,3.06,C
1991,10,18,13.61,C
1991,10,19,15.24,C
1991,10,20,16.94,C
1991,10,21,17.96,C
1991,10,22,16.54,C
1991,10,23,13.38,C
1991,10,24,11.14,C
1991,10,25,11.15,C
1991,10,26,17.09,C
1991,10,27,17.89,C
1991,10,28,14.32,C
1991,10,29,18.01,C
1991,10,30,17.89,C
1991,10,31,17.40,C
1991,11,1,16.89,C
1991,11,2,11.28,C
1991,11,3,11.57,C
1991,11,4,17.48,C
1991,11,5,16.22,C
1991,11,6,15.96,C
1991,11,7,16.04,C
1991,11,8,14.30,C
1991,11,9,10.64,C
1991,11,10,10.83,C
1991,11,11,16.39,C
1991,11,12,15.66,C
1991,11,13,15.60,C
1991,11,14,15.84,C
1991,11,15,15.09,C
1991,11,16,13.11,C
1991,11,17,14.54,C
1991,11,18,15.39,C
1991,11,19,9.61,C
1991,11,20,10.26,C
1991,11,21,7.70,C
1991,11,22,15.58,C
1991,11,23,11.53,C
1991,11,24,5.73,C
1991,11,25,7.58,C
1991,11,26,7.35,C
1991,11,27,11.00,C
1991,11,28,14.38,C
1991,11,29,7.78,C
1991,11,30,6.49,C
1991,12,1,12.69,C
1991,12,2,6.75,C
1991,12,3,11.73,C
1991,12,4,13.65,C
1991,12,5,13.06,C
1991,12,6,13.54,C
1991,12,7,8.02,C
1991,12,8,10.92,C
1991,12,9,7.57,C
1991,12,10,3.24,C
1991,12,11,13.57,C
1991,12,12,2.69,C
1991,12,13,12.42,C
1991,12,14,13.58,C
1991,12,15,7.27,C
1991,12,16,12.78,C
1991,12,17,13.72,C
1991,12,18,11.37,C
1991,12,19,11.58,C
1991,12,20,12.51,C
1991,12,21,14.01,C
1991,12,22,10.52,C
1991,12,23,7.18,C
1991,12,24,12.18,C
1991,12,25,13.58,C
1991,12,26,3.87,C
1991,12,27,3.45,C
1991,12,28,2.23,C
1991,12,29,6.62,C
1991,12,30,2.24,C
1991,12,31,3.30,C
1992,1,1,3.70,C
1992,1,2,2.27,C
1992,1,3,9.74,C
1992,1,4,3.55,C
1992,1,5,2.09,C
1992,1,6,15.65,C
1992,1,7,16.35,C
1992,1,8,13.72,C
1992,1,9,7.38,C
1992,1,10,11.80,C
1992,1,11,15.05,C
1992,1,12,9.00,C
1992,1,13,13.32,C
1992,1,14,14.11,C
1992,1,15,14.82,C
1992,1,16,15.96,C
1992,1,17,16.28,C
1992,1,18,15.56,C
1992,1,19,11.04,C
1992,1,20,14.45,C
1992,1,21,12.67,C
1992,1,22,15.80,C
1992,1,23,14.20,C
1992,1,24,15.12,C
1992,1,25,12.04,C
1992,1,26,14.40,C
1992,1,27,14.82,C
1992,1,28,15.92,C
1992,1,29,14.92,C
1992,1,30,12.06,C
1992,1,31,14.62,C
1992,2,1,8.29,C
1992,2,2,5.84,C
1992,2,3,11.48,C
1992,2,4,14.87,C
1992,2,5,2.62,C
1992,2,6,2.68,C
1992,2,7,1.22,C
1992,2,8,4.71,C
1992,2,9,1.83,C
1992,2,10,2.24,C
1992,2,11,1.86,C
1992,2,12,1.88,C
1992,2,13,2.47,C
1992,2,14,3.62,C
1992,2,15,10.71,C
1992,2,16,4.42,C
1992,2,17,5.54,C
1992,2,18,5.17,C
1992,2,19,2.22,C
1992,2,20,11.65,C
1992,2,21,11.00,C
1992,2,22,1.85,C
1992,2,23,10.67,C
1992,2,24,19.12,C
1992,2,25,18.43,C
1992,2,26,19.89,C
1992,2,27,17.97,C
1992,2,28,7.73,C
1992,2,29,2.19,C
1992,3,1,3.25,C
1992,3,2,5.73,C
1992,3,3,5.99,C
1992,3,4,3.38,C
1992,3,5,5.48,C
1992,3,6,1.62,C
1992,3,7,1.71,C
1992,3,8,2.04,C
1992,3,9,3.05,C
1992,3,10,2.21,C
1992,3,11,9.72,C
1992,3,12,8.78,C
1992,3,13,9.97,C
1992,3,14,19.54,C
1992,3,15,12.97,C
1992,3,16,7.61,C
1992,3,17,6.88,C
1992,3,18,9.77,C
1992,3,19,15.30,C
1992,3,20,11.43,C
1992,3,21,10.88,C
1992,3,22,5.19,C
1992,3,23,10.11,C
1992,3,24,3.75,C
1992,3,25,6.62,C
1992,3,26,2.59,C
1992,3,27,2.60,C
1992,3,28,2.42,C
1992,3,29,5.26,C
1992,3,30,13.71,C
1992,3,31,5.45,C
1992,4,1,6.65,C
1992,4,2,3.50,C
1992,4,3,4.08,C
1992,4,4,10.13,C
1992,4,5,1.46,C
1992,4,6,2.13,C
