AutomaticWeatherStation_en,AutomaticWeatherStation_sc,AutomaticWeatherStation_uc,Data_url,gml_id,GeometryLongitude,GeometryLatitude
Kau Sai Chau,滘西洲,滘西洲,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_1min_solar_csdi_0.csv,latest_1min_solar.0,114.31250000000011,22.370277800000054
King's Park,京士柏,京士柏,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_1min_solar_csdi_1.csv,latest_1min_solar.1,114.17277780000006,22.311944400000073
